0.001,0.001,9
0.961,0.961,9
1.911,0.949,9
2.912,1.001,9
3.879,0.967,9
4.831,0.952,9
5.767,0.935,9
6.720,0.953,9
7.652,0.932,9
8.594,0.942,9
9.557,0.963,9
10.572,1.015,9
11.552,0.980,9
12.527,0.975,9
13.516,0.989,9
14.463,0.948,9
15.372,0.908,9
16.233,0.861,9
17.088,0.855,9
17.974,0.886,9
18.884,0.910,9
19.739,0.855,9
20.573,0.834,9
21.420,0.847,9
22.274,0.854,9
23.151,0.877,9
23.995,0.844,9
24.836,0.841,9
25.625,0.789,9
26.422,0.797,9
27.243,0.821,9
28.069,0.826,9
28.864,0.795,9
29.663,0.799,9
30.485,0.822,9
31.363,0.878,9
32.254,0.892,9
33.104,0.850,9
33.945,0.840,9
34.757,0.813,9
35.574,0.816,9
36.362,0.788,9
37.136,0.775,9
37.906,0.769,9
38.709,0.803,9
39.507,0.798,9
40.298,0.791,9
41.103,0.805,9
41.901,0.798,9
42.705,0.804,9
43.519,0.814,9
44.343,0.824,9
45.180,0.838,9
46.024,0.844,9
46.875,0.851,9
47.740,0.866,9
48.619,0.878,9
49.472,0.853,9
50.302,0.830,9
51.149,0.847,9
52.032,0.883,9
52.885,0.853,9
53.722,0.837,9
54.550,0.829,9
55.371,0.821,9
56.206,0.835,9
57.033,0.827,9
57.825,0.792,9
58.612,0.787,9
59.412,0.800,9
60.240,0.828,9
61.074,0.834,9
61.904,0.830,9
62.730,0.826,9
63.514,0.784,9
64.273,0.759,9
65.038,0.765,9
65.826,0.788,9
66.638,0.812,9
67.449,0.811,9
68.275,0.827,9
69.129,0.854,9
69.977,0.847,9
70.828,0.852,9
71.657,0.828,9
72.483,0.826,9
73.321,0.838,9
74.145,0.824,9
74.964,0.818,9
75.783,0.819,9
76.594,0.811,9
77.426,0.832,9
78.239,0.813,9
79.043,0.804,9
79.851,0.808,9
80.665,0.814,9
81.456,0.791,9
82.231,0.775,9
83.025,0.794,9
83.822,0.796,9
84.631,0.809,9
85.418,0.787,9
86.174,0.756,9
86.914,0.740,9
87.692,0.778,9
88.501,0.809,9
89.316,0.815,9
90.169,0.853,9
91.013,0.844,9
91.860,0.847,9
92.651,0.791,9
93.439,0.787,9
94.229,0.790,9
95.000,0.771,9
95.755,0.755,9
96.521,0.766,9
97.339,0.818,9
98.162,0.823,9
98.971,0.809,9
99.763,0.792,9
100.557,0.793,9
101.397,0.841,9
102.256,0.859,9
103.097,0.840,9
103.951,0.854,9
104.815,0.865,9
105.686,0.871,9
106.581,0.894,9
107.470,0.889,9
108.364,0.894,9
109.223,0.859,9
110.105,0.882,9
111.018,0.913,9
111.947,0.929,9
112.875,0.928,9
113.772,0.897,9
114.645,0.873,9
115.506,0.862,9
116.359,0.852,9
117.256,0.898,9
118.215,0.959,9
119.158,0.943,9
120.111,0.953,9
121.020,0.909,9
121.935,0.915,9
122.867,0.932,9
123.801,0.934,9
124.705,0.904,9
125.594,0.889,9
126.503,0.910,9
127.389,0.885,9
128.240,0.851,9
129.115,0.875,9
130.006,0.890,9
130.862,0.857,9
131.699,0.837,9
132.524,0.825,9
133.358,0.834,9
134.200,0.842,9
135.016,0.816,9
135.811,0.795,9
136.589,0.778,9
137.352,0.763,9
138.113,0.761,9
138.886,0.774,9
139.684,0.798,9
140.503,0.819,9
141.276,0.773,9
142.048,0.772,9
142.863,0.815,9
143.693,0.830,9
144.524,0.831,9
145.385,0.861,9
146.280,0.895,9
147.201,0.921,9
148.114,0.913,9
148.995,0.881,9
149.847,0.852,9
150.671,0.824,9
151.464,0.793,9
152.244,0.780,9
153.024,0.780,9
153.802,0.777,9
154.585,0.783,9
155.371,0.786,9
156.168,0.798,9
156.983,0.815,9
157.776,0.793,9
158.593,0.817,9
159.451,0.858,9
160.325,0.873,9
161.193,0.869,9
162.045,0.852,9
162.883,0.837,9
163.694,0.811,9
164.502,0.809,9
165.325,0.823,9
166.138,0.813,9
166.927,0.790,9
167.709,0.781,9
168.485,0.776,9
169.285,0.800,9
170.132,0.847,9
170.965,0.833,9
171.776,0.811,9
172.590,0.814,9
173.434,0.844,9
174.297,0.863,9
175.150,0.854,9
175.975,0.825,9
176.838,0.863,9
177.705,0.868,9
178.563,0.857,9
179.401,0.838,9
180.209,0.809,9
181.021,0.812,9
181.823,0.802,9
182.604,0.782,9
183.398,0.793,9
184.177,0.780,9
184.911,0.734,9
185.667,0.756,9
186.439,0.771,9
187.223,0.784,9
188.052,0.830,9
188.877,0.824,9
189.681,0.805,9
190.478,0.797,9
191.247,0.769,9
192.001,0.753,9
192.766,0.765,9
193.571,0.805,9
194.380,0.809,9
195.172,0.791,9
195.984,0.813,9
196.878,0.893,9
197.779,0.901,9
198.685,0.907,9
199.590,0.904,9
200.494,0.904,9
201.336,0.842,9
202.162,0.826,9
203.025,0.864,9
203.900,0.875,9
204.774,0.874,9
205.667,0.893,9
206.579,0.911,9
207.473,0.894,9
208.363,0.890,9
209.264,0.900,9
210.146,0.882,9
210.999,0.853,9
211.843,0.844,9
212.663,0.820,9
213.509,0.846,9
214.379,0.870,9
215.270,0.891,9
216.162,0.892,9
217.048,0.886,9
217.885,0.837,9
218.705,0.820,9
219.520,0.816,9
220.324,0.804,9
221.126,0.802,9
