1.013,1.114,1
1.669,0.721,1
2.323,0.719,1
2.994,0.739,1
3.697,0.773,1
4.438,0.815,1
5.329,0.981,1
6.921,1.750,1
8.287,1.502,1
8.495,0.229,1
17.211,9.587,1
19.258,2.252,1
20.257,1.099,1
21.055,0.878,1
21.783,0.800,1
22.480,0.767,1
23.188,0.779,1
23.979,0.869,1
25.148,1.287,1
33.330,9.000,1
35.168,2.022,1
36.116,1.042,1
36.924,0.888,1
37.693,0.847,1
38.460,0.844,1
39.372,1.004,1
41.047,1.841,1
41.894,0.933,1
42.103,0.229,1
48.175,6.679,1
56.078,8.693,1
56.904,0.909,1
57.547,0.708,1
58.135,0.646,1
58.698,0.620,1
59.262,0.620,1
59.837,0.632,1
60.426,0.647,1
61.018,0.652,1
61.621,0.663,1
62.254,0.696,1
62.983,0.802,1
64.047,1.171,1
67.109,3.369,1
76.206,10.006,1
76.957,0.826,1
77.565,0.668,1
78.100,0.588,1
78.604,0.554,1
79.095,0.541,1
79.596,0.550,1
80.111,0.567,1
80.643,0.585,1
81.190,0.603,1
81.765,0.631,1
82.405,0.704,1
83.266,0.947,1
84.708,1.586,1
100.988,17.909,1
101.628,0.704,1
102.165,0.590,1
102.653,0.537,1
103.122,0.516,1
103.586,0.510,1
104.049,0.509,1
104.518,0.516,1
104.992,0.522,1
105.496,0.554,1
106.096,0.660,1
106.905,0.889,1
108.185,1.408,1
122.077,15.280,1
122.900,0.907,1
123.544,0.708,1
124.137,0.652,1
124.700,0.620,1
125.266,0.622,1
125.937,0.738,1
126.879,1.036,1
128.702,2.005,1
128.910,0.229,1
129.119,0.230,1
129.328,0.230,1
129.537,0.230,1
142.645,14.419,1
144.019,1.512,1
144.738,0.790,1
145.357,0.681,1
145.935,0.636,1
146.509,0.632,1
147.129,0.681,1
147.829,0.771,1
148.804,1.072,1
168.239,21.377,1
169.269,1.134,1
169.905,0.699,1
170.458,0.609,1
170.972,0.565,1
171.466,0.544,1
171.957,0.539,1
172.457,0.551,1
173.004,0.602,1
173.642,0.701,1
174.507,0.951,1
175.949,1.587,1
197.579,23.793,1
198.171,0.651,1
198.670,0.549,1
199.122,0.498,1
199.550,0.471,1
199.964,0.455,1
200.367,0.443,1
200.764,0.437,1
201.162,0.438,1
201.567,0.445,1
201.974,0.448,1
202.391,0.459,1
202.835,0.488,1
203.334,0.549,1
203.939,0.666,1
204.747,0.889,1
205.998,1.376,1
207.498,1.649,1
208.934,1.581,1
220.613,12.846,1
221.453,0.924,1
222.113,0.727,1
222.733,0.681,1
223.379,0.711,1
224.185,0.887,1
225.447,1.388,1
247.536,24.297,1
248.542,1.106,1
249.260,0.790,1
249.977,0.789,1
250.747,0.848,1
251.737,1.087,1
253.688,2.147,1
253.897,0.230,1
254.105,0.229,1
254.314,0.230,1
254.523,0.230,1
264.380,10.843,1
265.632,1.377,1
266.397,0.842,1
267.077,0.748,1
267.766,0.758,1
268.590,0.906,1
269.872,1.411,1
276.707,7.518,1
277.718,1.112,1
278.524,0.887,1
279.457,1.026,1
281.112,1.820,1
293.632,13.772,1
294.388,0.833,1
295.019,0.694,1
295.602,0.640,1
296.171,0.627,1
296.747,0.632,1
297.355,0.669,1
298.098,0.818,1
299.170,1.179,1
323.296,26.538,1
324.480,1.303,1
325.230,0.825,1
325.948,0.790,1
326.731,0.862,1
327.884,1.269,1
340.100,13.437,1
341.185,1.193,1
341.940,0.831,1
342.628,0.757,1
343.350,0.794,1
344.354,1.105,1
346.379,2.226,1
346.588,0.229,1
346.796,0.230,1
347.004,0.229,1
347.213,0.229,1
359.173,13.156,1
360.579,1.547,1
361.414,0.919,1
362.188,0.851,1
363.012,0.905,1
364.219,1.328,1
379.196,16.475,1
380.284,1.197,1
381.010,0.799,1
381.643,0.696,1
382.261,0.679,1
382.887,0.689,1
383.640,0.828,1
384.761,1.233,1
439.878,60.629,1
440.739,0.947,1
441.391,0.716,1
442.016,0.688,1
442.693,0.745,1
443.618,1.017,1
445.258,1.805,1
473.768,31.361,1
474.496,0.799,1
475.494,1.099,1
477.388,2.083,1
477.596,0.229,1
482.970,5.911,1
483.450,0.529,1
483.848,0.437,1
484.205,0.394,1
484.543,0.371,1
484.871,0.361,1
485.194,0.355,1
485.513,0.351,1
485.832,0.351,1
486.149,0.349,1
486.465,0.348,1
486.782,0.349,1
487.098,0.347,1
487.414,0.348,1
487.733,0.350,1
488.051,0.351,1
488.375,0.355,1
488.701,0.359,1
489.030,0.362,1
489.366,0.369,1
489.707,0.375,1
490.057,0.385,1
490.432,0.412,1
490.859,0.470,1
491.382,0.575,1
492.049,0.733,1
492.958,1.000,1
494.501,1.698,1
506.972,13.717,1
507.636,0.731,1
508.182,0.600,1
508.688,0.556,1
509.205,0.569,1
509.791,0.645,1
510.558,0.844,1
511.683,1.238,1
521.751,11.075,1
522.747,1.095,1
523.431,0.752,1
524.128,0.767,1
525.080,1.047,1
526.945,2.051,1
527.153,0.229,1
527.766,0.674,1
527.975,0.230,1
528.184,0.229,1
528.392,0.230,1
528.601,0.230,1
528.809,0.229,1
529.018,0.229,1
529.226,0.230,1
529.435,0.229,1
529.644,0.230,1
529.853,0.230,1
530.061,0.229,1
530.270,0.230,1
530.479,0.230,1
530.688,0.229,1
530.895,0.229,1
533.798,3.193,1
534.936,1.251,1
535.617,0.748,1
536.207,0.650,1
536.797,0.648,1
537.462,0.732,1
538.375,1.004,1
539.947,1.728,1
553.455,14.860,1
