0.262,0.287,0
0.659,0.438,0
1.042,0.420,0
1.412,0.408,0
1.772,0.396,0
2.121,0.384,0
2.462,0.375,0
2.798,0.369,0
3.128,0.363,0
3.454,0.359,0
3.779,0.357,0
4.102,0.355,0
4.423,0.353,0
4.743,0.352,0
5.061,0.350,0
5.379,0.349,0
5.693,0.346,0
6.005,0.344,0
6.316,0.342,0
6.626,0.341,0
6.934,0.339,0
7.241,0.338,0
7.548,0.338,0
7.856,0.337,0
8.162,0.337,0
8.468,0.337,0
8.773,0.335,0
9.078,0.336,0
9.384,0.337,0
9.692,0.338,0
10.000,0.339,0
10.308,0.339,0
10.616,0.340,0
10.929,0.343,0
11.243,0.346,0
11.560,0.349,0
11.879,0.350,0
12.198,0.352,0
12.520,0.353,0
12.841,0.354,0
13.164,0.355,0
13.487,0.355,0
13.812,0.358,0
14.139,0.360,0
14.471,0.365,0
14.806,0.369,0
15.142,0.371,0
15.482,0.374,0
15.824,0.376,0
16.168,0.379,0
16.516,0.382,0
16.866,0.385,0
17.220,0.389,0
17.577,0.393,0
17.937,0.396,0
18.301,0.400,0
18.668,0.403,0
19.041,0.410,0
19.417,0.413,0
19.795,0.416,0
20.179,0.422,0
20.568,0.428,0
20.962,0.433,0
21.356,0.434,0
21.752,0.435,0
22.150,0.438,0
22.549,0.439,0
22.952,0.444,0
23.362,0.450,0
23.779,0.459,0
24.213,0.478,0
24.673,0.505,0
25.151,0.527,0
25.684,0.586,0
26.363,0.747,0
27.315,1.046,0
29.040,1.898,0
30.935,2.084,0
379.080,382.960,0
